win,hero1,kda1,money1,output1,intake1,hero2,kda2,money2,output2,intake2,hero3,kda3,money3,output3,intake3,hero4,kda4,money4,output4,intake4,hero5,kda5,money5,output5,intake5,all_money_a,all_kill_a,all_tower_a
0,Hua Mulan,3/5/7,35839,166087,220399,Marco Polo,4/1/8,35008,310412,144498,Ganjiang Moye,2/2/8,26099,320427,94179,Dun Shan,4/5/5,23457,76077,312790,Toho Taiichi,1/6/7,21560,120117,383030,141963,14,5
1,Zhuang Zhou,0/3/11,23692,178142,403220,Gongsun Li,8/4/8,29799,248677,177150,Wu Zetian,5/1/14,28245,317209,62540,Da Mo,6/3/4,32356,87561,234305,Bull Demon,0/3/13,20566,108491,423192,134658,19,9
1,Guan Yu,2/0/3,10233,43098,54877,Naklulu,5/0/1,10912,72494,55226,Zhang Liang,1/1/4,9208,42942,24825,Laofuzi,1/1/5,10898,28228,48096,Ming Shiyin,0/0/6,6581,2304,22200,47832,9,9
0,Da Mo,0/3/0,6645,9994,47820,Marco Polo,0/2/1,8408,31383,29389,Yang Yuhuan,2/1/0,8412,37810,35164,Zhuang Zhou,0/2/1,8036,22139,62160,Cai Wenji,0/1/1,5459,12331,48484,36960,2,0
0,Cheng Yaojin,2/3/2,16046,86946,190553,Gongsun Li,2/3/2,13905,81798,63199,Diao Chan,3/2/2,15346,126637,92249,Dun Shan,0/4/2,9730,24071,108424,Zhang Fei,0/3/4,8521,16175,152985,63548,7,6
1,Guan Yu,2/1/10,14576,80274,96501,Marco Polo,6/0/8,15372,186637,59992,Yang Yuhuan,2/1/8,12252,136549,82771,Bai Qi,5/4/6,11065,53271,112137,Guiguzi,0/1/13,9589,36403,78482,62854,15,7
1,Da Mo,7/4/4,18067,87773,96223,Marco Polo,0/3/7,13150,116310,83064,Baili Shouyue,5/2/7,14611,172048,43458,Bai Qi,1/2/10,13018,56060,139392,Guiguzi,2/3/13,9926,48346,88806,68772,15,6
0,Guan Yu,3/4/8,14071,103199,115848,Naklulu,3/3/8,14987,58637,86360,Zhang Liang,3/1/8,12786,71000,59142,Hua Mulan,4/4/4,15594,75023,83324,Su Lie,1/3/10,11359,53355,231538,68797,14,7
1,Guan Yu,3/1/7,14074,69453,67027,Marco Polo,6/2/8,13663,73570,54128,Yang Yuhuan,7/1/8,14453,163225,63311,Dun Shan,0/4/12,9918,35212,67988,Taiyi Zhenren,1/2/6,7923,22966,76414,60031,17,9
0,Hua Mulan,6/4/1,11822,63618,49950,Naklulu,1/4/3,10515,33160,68193,Su Lie,2/2/6,10101,50498,100666,Da Mo,1/5/1,10299,34614,77650,Zhuang Zhou,0/2/6,8158,52176,119620,50895,10,1
1,Xiahou Dun,0/0/6,8235,49908,65868,Hua Mulan,2/1/3,9293,49587,38483,Yuan Ge,3/0/3,7018,51273,19308,Pei Qinhu,4/0/1,9241,48925,56479,Zhuang Zhou,1/0/6,6247,33630,51133,40034,10,9
0,Guan Yu,1/1/0,6781,38454,59336,Naklulu,0/4/1,5733,18467,40702,Da Mo,0/2/1,5797,16780,48235,Lv Bu,0/2/1,6172,55809,65862,Bull Demon,0/1/1,4374,25559,55425,28857,1,1
1,Xiang Yu,1/0/5,10136,28163,49369,Da Mo,1/1/1,10388,31296,51845,Yang Yuhuan,3/0/3,9068,61362,36250,Naklulu,1/0/3,9773,26813,38370,Zhang Fei,0/0/6,5993,13437,84133,45358,6,7
0,Hua Mulan,0/1/0,8494,23887,27498,Marco Polo,0/1/0,8231,40498,27615,Jiang Ziya,1/0/0,6844,78192,11767,Dun Shan,0/1/0,7518,13327,40551,Su Lie,0/3/0,4896,20622,85509,35983,1,0
1,Su Lie,2/0/2,8214,47984,52446,Hua Mulan,1/0/2,9160,30668,25445,Yuan Ge,2/0/6,7226,56197,13059,Pei Qinhu,3/0/2,9848,51618,42683,Cai Wenji,0/1/6,5646,12738,46300,40094,8,5
0,Guan Yu,0/1/1,6521,28657,41377,Baili Xuance,1/1/0,7641,26678,30018,Da Mo,0/2/0,5673,17066,43777,Cheng Yaojin,0/1/1,7333,25463,70962,Bull Demon,0/3/1,4239,20181,53221,31407,1,0
1,Hua Mulan,0/0/6,9340,23688,28108,Naklulu,8/0/2,10391,80662,42309,Yuan Ge,2/0/3,8997,46051,17377,Xiahou Dun,0/0/8,8188,30716,64135,Ming Shiyin,1/0/10,6598,5502,27003,43514,11,9
0,Dun Shan,0/3/0,6185,8333,55599,Marco Polo,0/0/0,7737,30112,25777,Zhuang Zhou,0/2/0,5731,35671,46355,Cheng Yaojin,0/4/0,6171,10181,72393,Jiang Ziya,0/2/0,4527,35963,17313,30351,0,0
1,Guan Yu,2/1/11,10065,66887,51000,Monkey King,11/1/2,13602,87527,73014,Jiang Ziya,0/1/9,8953,60527,20560,Da Mo,3/1/5,10058,37770,56495,Bull Demon,0/2/11,6410,17452,53235,49088,16,8
0,Laofuzi,0/3/2,7438,22149,57208,Naklulu,4/3/2,8586,27137,55455,Ganjiang Moye,2/2/4,8369,80172,35696,Dun Shan,0/3/3,7580,27394,74197,Guiguzi,0/5/5,5020,26226,77419,36993,6,0
1,Pei Qinhu,1/4/3,14463,41750,91738,Shangguan Wan'er,5/0/3,15816,84685,33758,Luna,4/1/4,18898,84368,114908,Laofuzi,1/3/5,11735,39909,91370,Zhang Fei,0/2/8,9622,19431,151855,70534,11,8
0,Meng Tian,2/2/4,13860,31392,48198,Su Lie,1/1/8,9484,45774,110321,Zhou Yu,3/2/6,13446,152410,61398,Houyi,2/3/5,13888,108109,55619,Naklulu,2/3/3,13343,34384,60433,64021,10,3
0,Pangu,1/3/4,8471,23310,59256,Zhuge Liang,1/3/3,12135,50003,43833,Guan Yu,2/2/3,9545,34391,51120,Yu Ji,6/3/2,12532,67457,34064,Taiyi Zhenren,0/4/7,6768,8122,72075,49451,10,4
1,Yào,5/0/8,12649,70856,63197,Bull Demon,1/2/6,6678,12507,54558,Xishi,2/4/7,8107,50183,34635,Galo,0/3/12,12069,49872,43762,Jing,7/1/5,12771,39608,62843,52274,15,6
1,Lanlingwang,3/5/11,17019,62980,99258,Xishi,1/2/9,18081,151091,50299,Cao Cao,6/4/4,20898,70146,123416,Marco Polo,6/0/5,20963,171677,77909,Dun Shan,0/6/6,10760,12140,109557,87721,16,9
0,Lian Po,2/2/13,13465,59110,144902,Master Luban,1/6/13,10815,23671,131118,Wang Zhaojun,3/2/8,15452,87998,51025,Di Renjie,4/4/7,20633,102211,87885,Tachibana Ukyo,7/2/7,22012,75312,105573,82377,17,2
0,Naklulu,0/0/0,6748,11876,20479,Shen Mengxi,0/1/0,6083,58551,14910,Ma Chao,1/1/0,6313,20299,30605,Kuangtie,0/3/0,4885,26465,46838,Sun Bin,0/3/1,3764,25782,43680,27793,1,2
1,Zhu Bajie,0/0/3,6377,18591,49611,Zhang Fei,2/0/3,5106,9571,45680,Chang'e,2/0/3,7520,38688,56307,Gongsun Li,2/1/1,8630,44475,34762,Pei Qinhu,2/0/1,8403,19483,29765,36036,8,8
1,Zhao Yun,5/2/4,22994,78017,130047,Yuan Ge,5/2/7,18593,70400,74056,Lian Po,0/4/11,13108,50115,188559,Gongsun Li,2/0/6,21264,127039,105348,Jiang Ziya,2/1/10,12125,103220,70034,88084,14,8
0,Lv Bu,3/2/4,15149,78971,151291,Taiyi Zhenren,0/3/7,12572,26651,125643,Shen Mengxi,2/2/5,14807,171664,40483,Sun Shangxiang,3/3/4,22619,130364,136353,Lanlingwang,1/4/6,15286,58343,77294,80433,9,8
1,Guan Yu,4/2/9,14886,74093,72416,Chang'e,0/4/9,14177,92973,138011,Meng Ya,8/0/3,16593,77060,37539,Zhao Yun,1/0/6,14114,39349,81192,Taiyi Zhenren,1/1/9,10317,18518,87666,70087,14,7
0,Agudo,0/1/6,12734,62370,136696,Mai Shiranui,2/3/4,13691,76043,60352,Meng Tian,3/4/1,13288,47714,75336,Li Yuanfang,2/3/3,14435,103695,52258,Dun Shan,0/3/2,8416,11824,77825,62564,7,3
1,Lian Po,3/1/6,9028,48416,92303,Zhang Liang,4/0/6,8638,53385,15612,Houyi,4/0/6,13373,74703,30593,Lanlingwang,2/0/5,12631,37099,30619,Master Luban,0/0/9,7114,17717,32928,50784,13,8
0,Tachibana Ukyo,0/2/0,10334,13666,48436,Ganjiang Moye,0/4/1,9048,43731,33660,Nezha,0/3/0,7734,14620,47704,Sun Shangxiang,1/0/0,10719,45362,31541,Zhang Fei,0/4/1,6343,9803,97758,44178,1,3
0,Miyue,1/2/10,17657,112680,159312,Mai Shiranui,4/4/3,15094,114072,79845,Galo,3/2/4,18441,154419,50039,Naklulu,3/2/4,16312,56691,65628,Dun Shan,2/3/6,11252,18626,100904,78756,13,6
1,Zhao Yun,6/4/0,21753,55958,134216,Jiang Ziya,3/1/6,17359,119659,29721,Zhu Bajie,0/3/6,12987,39396,182837,Meng Ya,4/3/5,19896,111903,86601,Taiyi Zhenren,0/2/10,13246,23991,131666,85241,13,8
1,Meng Tian,2/0/4,14131,85569,104595,Jiang Ziya,2/1/6,11698,75793,46413,Gongsun Li,5/1/5,18841,160437,106802,Jing,4/1/5,18280,55105,82371,Bull Demon,0/1/11,10250,21036,104992,73200,13,9
0,Pei Qinhu,0/5/0,16643,43215,109508,Shen Mengxi,0/0/3,15324,179647,30254,Ma Chao,3/1/0,17781,59387,95059,Lian Po,1/6/1,10498,40470,158429,Sun Bin,0/1/4,10748,46985,91359,70994,4,3
0,Li Xin,1/3/2,18427,37608,83998,Shen Mengxi,3/1/4,16233,133946,44703,Marco Polo,3/4/4,21025,108635,69956,Agudo,1/4/6,13813,83800,191664,Zhang Fei,0/3/7,10859,15316,154637,80357,8,5
1,Lanlingwang,4/4/4,17033,61531,101493,Xishi,2/1/10,16751,135621,52391,Guan Yu,4/0/3,18012,48199,74980,Yu Ji,5/2/8,19744,160332,112064,Master Luban,0/1/14,14286,35909,167495,85826,15,9
1,Jing,3/1/4,10449,30936,54120,Yuan Ge,3/0/4,9389,34798,19935,Mengqi,3/0/5,10778,48522,76477,Marco Polo,3/0/3,10802,36913,26290,Dun Shan,0/2/2,5256,3846,47432,46674,12,8
0,Meng Tian,2/2/0,8102,40016,37379,Pangu,0/4/2,7017,21927,49138,Huang Zhong,1/3/2,8856,36439,34366,Shen Mengxi,0/2/1,8224,49377,24914,Master Luban,0/1/3,5044,6740,35128,37243,3,0
1,Zhao Yun,5/4/6,19316,93809,134155,Jiang Ziya,1/2/5,14450,198043,32332,Lian Po,1/3/9,10881,61439,208129,Gongsun Li,6/2/5,16016,229971,113725,Yáo,1/3/10,11133,49371,69602,71796,14,9
0,Zhu Bajie,4/3/6,12804,63625,228608,Luna,5/4/3,20285,84008,164197,Baili Shouyue,2/2/7,16419,188237,91012,Zhang Liang,2/1/9,11856,101297,54666,Zhang Fei,1/4/5,9169,23870,199032,70533,14,3
1,Pei Qinhu,6/0/1,13240,40523,59731,Ganjiang Moye,3/1/7,11416,103651,13429,Guan Yu,5/1/2,12120,23976,30832,Bai Qi,0/3/10,8883,27773,95774,Guiguzi,0/1/12,7021,21712,41634,52680,14,8
0,Laofuzi,3/3/3,10215,57303,66666,Tachibana Ukyo,3/3/3,12341,46906,60295,Lv Bu,0/2/1,7180,11685,68450,Wang Zhaojun,0/2/3,8871,21280,18154,Daqiao,0/4/6,5997,24631,43116,44604,6,2
0,Tachibana Ukyo,1/4/5,18305,48443,133783,Mai Shiranui,2/3/4,18654,157802,75463,Ma Chao,2/1/3,18423,76377,69600,Li Yuanfang,4/3/2,19769,84314,84243,Taiyi Zhenren,0/2/7,13377,25031,179089,88528,9,7
1,Lian Po,1/2/9,13554,68397,149803,Zhao Yun,7/1/4,24619,81597,102235,Marco Polo,4/1/5,22665,155155,74067,Jiang Ziya,1/3/6,14914,95582,38632,Bull Demon,0/2/8,12097,33623,126682,87849,13,8
0,Pei Qinhu,4/5/6,15102,112613,113960,Zhuge Liang,3/3/7,13873,128815,68186,Kuangtie,2/5/6,11492,55941,148501,Sun Shangxiang,5/2/5,16313,181202,74024,Taiyi Zhenren,0/6/10,9737,30723,147667,66517,14,4
1,Zhu Bajie,0/4/5,9256,31481,176008,Jing,8/2/6,19992,82019,114651,Mai Shiranui,5/4/7,12701,118405,73653,Galo,7/1/6,17800,184050,69813,Zhang Fei,1/3/12,8918,32397,175812,68667,21,7
0,Guan Yu,1/2/0,5168,17351,28890,Naklulu,2/2/1,5568,14401,23740,Yuan Ge,0/1/2,5938,42290,26092,Lv Bu,0/1/0,4944,10251,47557,Guiguzi,0/2/2,3704,14011,39736,25322,3,0
1,Hua Mulan,5/0/2,8972,36324,21841,Pei Qinhu,2/0/3,7209,21929,32224,Sun Bin,1/2/5,6137,55049,29597,Xiahou Dun,0/0/4,6266,18087,38869,Su Lie,0/1/5,4648,13431,48051,33232,8,6
0,Hua Mulan,5/5/1,15285,112360,74163,Naklulu,6/5/3,14733,94997,83190,Yuan Ge,0/3/8,13707,98257,40465,Xiahou Dun,1/4/9,12800,98166,146831,Ming Shiyin,0/3/11,10272,16092,55746,66797,12,3
1,Da Mo,1/2/10,16078,50218,85449,Monkey King,9/2/9,16399,115561,111407,Zhong Kui,5/4/10,12898,87386,92740,Lv Bu,5/1/4,16879,65586,105750,Zhang Fei,0/3/15,10042,33905,133188,72296,20,8
1,Guan Yu,3/2/6,8937,49381,51577,Pei Qinhu,3/0/7,8560,64678,65575,Yang Yuhuan,5/1/8,8628,75542,38942,Lv Bu,4/1/5,9081,58352,58494,Zhang Fei,0/2/10,5972,22253,87846,41178,15,7
0,Cheng Yaojin,0/2/2,7245,52732,91610,Gongsun Li,0/4/4,6677,30228,42074,Xiaoqiao,2/3/3,6418,88222,38865,Dian Wei,0/4/4,7169,35985,56314,Su Lie,4/2/1,5843,28301,82210,33352,6,2
1,Hua Mulan,6/5/5,23703,159513,198215,Daqiao,2/2/14,16569,138478,114307,Yuan Ge,3/3/7,18127,167511,107047,Xiang Yu,1/7/9,16423,101559,250494,Naklulu,7/7/6,21638,169205,160336,96460,19,9
0,Guan Yu,12/2/4,22778,144992,179904,Gongsun Li,7/5/9,22642,138669,161976,Xiaoqiao,2/1/11,19366,215114,62937,Dian Wei,2/4/12,22355,122341,225154,Su Lie,1/7/13,14779,61472,279066,101920,24,7
1,Hua Mulan,6/4/4,17121,216710,145047,Marco Polo,3/1/7,19816,277771,99455,Cheng Yaojin,2/4/4,16201,86513,328275,Dian Wei,2/4/4,16475,113531,133081,Guiguzi,1/2/9,12000,76773,112798,81613,14,9
0,Guan Yu,2/3/8,16881,115940,144423,Gongsun Li,4/3/7,20691,218989,138808,Yang Yuhuan,6/2/7,17330,182606,106530,Xiahou Dun,2/2/6,15229,122692,266645,Zhang Fei,1/4/3,11805,42499,228146,81936,15,5
0,Hua Mulan,1/5/2,9543,49700,63043,Marco Polo,1/5/2,8936,44009,47830,Yingzheng,0/2/2,9248,85582,33830,Xiang Yu,0/4/2,7947,34261,76284,Zhang Fei,3/1/1,8038,36353,102417,43712,5,0
1,Guan Yu,5/1/6,11786,79777,67215,Gongsun Li,5/2/7,10941,57846,68437,Xiaoqiao,4/1/8,11117,75427,36631,Bai Qi,1/1/11,11160,52638,94679,Su Lie,2/0/8,7922,26172,108907,52926,17,7
0,Bai Qi,0/2/1,8688,27924,101424,Pei Qinhu,2/0/0,9884,44136,46135,Miledy,0/0/1,9008,84242,10428,Laofuzi,0/4/1,7841,32764,60602,Su Lie,0/4/1,5715,14226,97782,41136,2,0
1,Hua Mulan,3/0/3,12696,56884,40765,Marco Polo,6/0/4,12245,56614,34984,Zhang Liang,1/0/8,10752,56448,20812,Dian Wei,0/1/6,12174,79817,92545,Zhang Fei,0/1/7,7832,25635,110270,55699,10,9
0,Laofuzi,1/3/3,9902,45893,68050,Marco Polo,2/2/3,11775,117814,49722,Ganjiang Moye,2/1/3,11442,153698,23337,Su Lie,1/2/5,11119,37029,101460,Taiyi Zhenren,0/5/4,6760,14782,109008,50998,6,2
1,Hua Mulan,6/1/2,14235,62002,54847,Gongsun Li,2/2/10,12057,69784,67859,Yang Yuhuan,1/1/12,11779,92094,77250,Xiahou Dun,3/1/6,12834,66687,124938,Zhang Fei,1/1/6,8462,22144,143087,59367,13,8
0,Hua Mulan,1/1/1,9059,42092,48620,Marco Polo,2/2/1,9652,81296,35934,Zhang Liang,0/2/4,7493,45652,24430,Dian Wei,2/3/1,8795,68117,76687,Taiyi Zhenren,0/4/3,6637,15198,83506,41636,5,1
1,Cheng Yaojin,2/2/6,11138,39097,120224,Da Mo,3/2/5,11191,38523,55147,Jiang Ziya,2/0/6,9721,88162,13767,Gongsun Li,2/0/8,12163,49025,44751,Zhang Fei,3/1/5,8278,26713,118163,52491,12,8
0,Bai Qi,0/0/4,11728,35290,113665,Marco Polo,2/2/4,11823,71364,71562,Yuan Ge,4/0/2,11027,133582,48164,Dian Wei,1/1/0,13588,40725,68691,Su Lie,0/1/4,7659,39759,120646,55825,7,2
1,Guan Yu,1/1/2,12313,62520,104794,Hua Mulan,3/1/0,14549,54733,63772,Sun Bin,0/2/3,10942,158048,50917,Gongsun Li,0/1/1,13779,70371,56108,Zhang Fei,0/2/2,9276,28190,149060,60859,4,9
1,Bai Qi,0/0/7,9128,41145,79622,Marco Polo,1/0/9,9817,69876,42246,Yuan Ge,4/0/8,8260,77544,28862,Dian Wei,3/1/3,10314,40502,47430,Su Lie,5/1/7,7418,28805,95558,44937,13,9
0,Guan Yu,1/0/0,7795,39552,86130,Ganjiang Moye,0/2/1,7789,69614,37438,Xiang Yu,1/3/1,7012,38831,69702,Gongsun Li,0/5/0,7633,44240,55842,Guiguzi,0/3/1,5184,19914,45339,35413,2,1
1,Hua Mulan,4/1/4,14583,54681,66286,Gongsun Li,3/0/9,14251,127513,83111,Yang Yuhuan,4/0/5,12742,82375,75551,Su Lie,2/0/6,12009,46930,156312,Zhang Fei,1/1/10,10727,32826,226810,64312,14,8
0,Bai Qi,0/6/1,8878,46251,129100,Dian Wei,1/5/0,12893,90707,107072,Miledy,0/1/2,11753,99543,24814,Marco Polo,0/1/2,14110,171103,65668,Sun Bin,1/1/1,8815,70438,69033,56449,2,3
0,Zhang Fei,3/1/11,23341,174293,506551,Marco Polo,7/6/9,34924,288669,179523,Yuan Ge,3/7/8,27544,257055,148487,Dian Wei,6/3/10,34778,281519,328508,Dun Shan,1/8/10,23008,91561,344087,143595,20,8
1,Guan Yu,9/4/7,28110,182913,263879,Cheng Yaojin,6/3/11,31350,156803,474093,Ganjiang Moye,4/1/10,28538,395841,78602,Baili Shouyue,4/5/11,27480,363205,154216,Toho Taiichi,2/7/12,20010,134885,409512,135488,25,9
1,Hua Mulan,8/3/6,14498,118423,77793,Ake,6/4/1,12256,41058,66977,Yang Yuhuan,3/2/14,12901,102764,63396,Dian Wei,2/1/9,13758,62747,85071,Jiang Ziya,0/6/10,7558,36021,69283,60971,19,6
0,Guan Yu,6/4/4,11566,60958,73358,Pei Qinhu,2/4/6,10874,44972,77616,Xiaoqiao,2/3/11,10889,114475,50663,Xiahou Dun,4/4/4,11871,44484,130126,Guiguzi,2/4/11,8369,30355,89367,53569,16,4
1,Guan Yu,4/0/8,10867,50612,59013,Ake,3/1/8,8906,52817,48991,Ganjiang Moye,4/0/7,10171,119434,16929,Laofuzi,2/1/4,9748,22596,47771,Su Lie,1/2/10,6545,24502,69472,46237,14,8
0,Hua Mulan,1/3/2,9216,43312,57124,Sima Yi,2/2/1,6587,32743,47596,Daqiao,1/2/3,7560,52042,35633,Xiahou Dun,0/3/1,7552,28075,77232,Taiyi Zhenren,0/4/1,6256,11564,93065,37171,4,0
1,Bai Qi,5/0/13,7460,31298,42819,Yu Ji,7/1/12,9309,53052,27956,Zhang Liang,4/1/14,7822,60846,22659,Da Mo,6/1/7,8185,40222,28389,Taiyi Zhenren,5/1/16,6392,34501,48992,39168,27,7
0,Lv Bu,0/4/3,4822,16323,44719,Naklulu,3/6/1,5155,15421,44034,Xiaoqiao,1/4/3,5169,39504,28805,Su Lie,0/6/2,5135,21803,68880,Guiguzi,0/7/4,3420,20953,50922,23701,4,0
1,Xiahou Dun,0/4/7,10542,66974,128189,Marco Polo,4/1/5,15909,92078,62712,Yixing,5/0/4,14333,125812,19140,Laofuzi,0/2/3,14212,36452,81192,Su Lie,1/1/6,10861,39055,87730,65857,10,7
0,Lv Bu,5/1/2,15480,69109,98887,Naklulu,0/2/7,12154,52872,63442,Zhang Liang,2/2/5,12760,101030,43195,Cheng Yaojin,0/2/5,13260,39623,140705,Guiguzi,1/3/4,8140,17919,86875,61794,8,5
0,Guan Yu,0/5/1,8451,41690,63862,Monkey King,1/4/1,9563,19679,53721,Yuan Ge,1/2/0,9889,78671,26670,Hua Mulan,1/2/1,8785,39201,29197,Bull Demon,0/3/1,5811,22062,72883,42499,3,3
1,Da Mo,2/0/2,12213,29315,40230,Naklulu,7/1/6,12155,75283,68114,Yang Yuhuan,5/1/7,11190,49639,41837,Xiang Yu,2/1/8,9846,35178,62602,Zhang Fei,0/0/11,6775,24783,88064,52179,16,8
1,Zhuang Zhou,0/2/8,9361,34350,63288,Naklulu,9/0/2,12435,93504,55065,Wu Zetian,4/0/6,10493,57615,9456,Sun Ce,1/2/5,9602,33615,65239,Ming Shiyin,0/1/11,7592,1325,31881,49483,14,7
0,Guan Yu,2/4/0,8416,30868,57334,Marco Polo,0/2/3,8146,30734,32648,Zhang Liang,2/2/2,8639,52912,28403,Lv Bu,1/1/4,8641,26701,61582,Xiahou Dun,0/5/1,4835,8748,72456,38677,5,1
0,Dian Wei,1/4/4,12467,44336,83458,Marco Polo,2/2/3,13318,66195,47025,Zhang Liang,1/3/3,11887,55975,45264,Xiang Yu,2/2/3,12863,64623,110411,Zhang Fei,0/3/5,8642,19641,108238,59177,6,1
1,Su Lie,1/1/8,12465,55860,107799,Hua Mulan,3/1/5,17289,55690,41850,Naklulu,2/2/6,15780,65298,74989,Yuan Ge,7/0/5,15091,134692,25859,Guiguzi,1/2/7,9181,34095,87690,69806,14,8
0,Hua Mulan,1/4/1,10307,49351,52248,Li Yuanfang,1/2/3,10354,51633,34852,Xiaoqiao,1/2/1,10629,92493,37633,Xiang Yu,1/2/2,9278,41544,82127,Guiguzi,0/4/2,5712,13989,59464,46280,4,0
1,Bai Qi,4/0/10,11295,41788,97229,Guan Yu,5/0/4,13555,43313,52251,Marco Polo,3/1/7,11299,53002,42595,Yang Yuhuan,2/2/5,11624,72233,48804,Zhang Fei,0/1/13,7064,21889,115228,54837,14,9
0,Guan Yu,0/3/1,8105,36147,61930,Gongsun Li,1/1/1,8960,25563,25208,Ganjiang Moye,0/2/2,9689,64535,27396,Hua Mulan,1/3/0,10304,22656,59215,Bull Demon,0/3/0,5728,11994,70950,42786,2,0
1,Xiang Yu,3/0/5,10841,38394,75673,Marco Polo,1/0/3,12906,57798,50407,Zhang Liang,4/0/5,11734,59596,22147,Yang Jian,3/1/2,11224,38191,50449,Guiguzi,1/1/7,7657,19253,52449,54362,12,8
0,Dian Wei,2/4/2,8589,40416,68387,Marco Polo,1/2/3,9636,40708,51453,Zhang Liang,1/6/2,6912,23972,50849,Xiang Yu,0/1/1,8111,24609,72501,Lanlingwang,2/5/1,5117,19855,35029,38365,6,3
1,Xiahou Dun,0/2/9,9234,27224,82097,Gongsun Li,8/0/4,12134,53285,30633,Ganjiang Moye,7/0/10,11605,101492,17156,Hua Mulan,2/3/7,10357,44766,38200,Bull Demon,1/1/9,6955,15198,55006,50285,18,9
1,Hua Mulan,6/2/5,11158,61955,43087,Naklulu,3/1/7,9664,50700,37540,Ganjiang Moye,0/0/8,10811,65316,17236,Xiang Yu,1/2/4,9549,31359,55851,Guiguzi,2/1/6,6707,23132,34214,47889,12,6
0,Bai Qi,1/4/1,9189,35500,106708,Marco Polo,1/3/3,10168,36586,40817,Yuan Ge,4/1/1,11258,44544,32920,Dian Wei,0/2/1,9996,21685,46208,Su Lie,0/2/5,6627,18058,77238,47238,6,6
0,Dian Wei,0/9/4,23976,159603,197514,Marco Polo,2/2/1,25972,231112,131868,Ganjiang Moye,3/2/1,23348,289705,98307,Cheng Yaojin,0/7/5,23718,111889,370760,Zhang Fei,1/1/4,19470,57197,308172,116484,6,9
1,Guan Yu,7/2/3,24671,129953,310556,Gongsun Li,7/4/9,28598,304770,149112,Yuan Ge,5/0/11,25834,246579,102555,Xiang Yu,1/0/11,19333,109521,273331,Guiguzi,1/0/15,17996,117533,242323,116432,21,8
0,Gongsun Li,1/2/1,12127,55838,47702,Ganjiang Moye,0/0/2,11842,118679,28189,Guan Yu,1/3/0,11295,21868,66606,Xiang Yu,0/2/2,9790,39665,111402,Guiguzi,0/2/2,7495,24990,76119,52549,2,4
1,Hua Mulan,0/1/5,13543,50803,63289,Zhang Fei,0/1/4,11125,27914,124706,Marco Polo,3/0/2,13638,95592,63649,Yang Yuhuan,3/0/4,13118,55869,41701,Sun Bin,2/0/4,10095,35798,64669,61519,8,8
0,Marco Polo,0/4/1,11238,96342,75210,Yuan Ge,4/2/2,11213,118062,43284,Hua Mulan,2/4/2,11362,38122,62627,Bai Qi,1/3/1,9656,45290,125572,Su Lie,0/3/3,6779,36859,149231,50248,7,2
1,Xiang Yu,2/1/9,12401,65312,104551,Laofuzi,5/2/6,11899,67368,70941,Gongsun Li,5/2/6,12700,111072,59853,Ganjiang Moye,2/1/9,12114,132769,30460,Zhang Fei,2/1/9,8667,34347,140110,57781,16,9
0,Gongsun Li,0/2/0,7114,25311,41420,Yuan Ge,0/1/1,7980,68150,32263,Dian Wei,0/3/0,6774,18692,45288,Xiahou Dun,0/2/1,6178,32671,59907,Zhang Fei,1/1/0,5986,10968,70269,34032,1,1
1,Xiang Yu,0/1/4,7573,16963,50156,Laofuzi,3/0/4,9215,26239,40274,Marco Polo,4/0/4,10021,53202,33204,Diao Chan,2/0/5,9090,93713,45252,Su Lie,0/0/6,6265,22655,49440,42164,9,8
0,Naklulu,2/4/1,9984,36463,69141,Yuan Ge,0/0/4,11288,101972,69991,Da Mo,0/3/2,11960,52036,85925,Su Lie,0/3/2,8913,45168,162872,Sun Bin,2/2/2,8614,107079,64046,50759,4,2
1,Xiang Yu,2/1/6,11808,61617,137964,Guan Yu,2/3/4,12349,70201,87822,Marco Polo,3/0/5,14825,125388,71428,Baili Shouyue,5/0/2,12555,115341,26703,Zhang Fei,0/0/8,8680,28703,130728,60217,12,9
0,Gongsun Li,1/2/1,12127,55838,47702,Ganjiang Moye,0/0/2,11842,118679,28189,Guan Yu,1/3/0,11295,21868,66606,Xiang Yu,0/2/2,9790,39665,111402,Guiguzi,0/2/2,7495,24990,76119,52549,2,4
1,Hua Mulan,0/1/5,13543,50803,63289,Zhang Fei,0/1/4,11125,27914,124706,Marco Polo,3/0/2,13638,95592,63649,Yang Yuhuan,3/0/4,13118,55869,41701,Sun Bin,2/0/4,10095,35798,64669,61519,8,8
0,Marco Polo,0/4/1,11238,96342,75210,Yuan Ge,4/2/2,11213,118062,43284,Hua Mulan,2/4/2,11362,38122,62627,Bai Qi,1/3/1,9656,45290,125572,Su Lie,0/3/3,6779,36859,149231,50248,7,2
1,Xiang Yu,2/1/9,12401,65312,104551,Laofuzi,5/2/6,11899,67368,70941,Gongsun Li,5/2/6,12700,111072,59853,Ganjiang Moye,2/1/9,12114,132769,30460,Zhang Fei,2/1/9,8667,34347,140110,57781,16,9
0,Gongsun Li,0/2/0,7114,25311,41420,Yuan Ge,0/1/1,7980,68150,32263,Dian Wei,0/3/0,6774,18692,45288,Xiahou Dun,0/2/1,6178,32671,59907,Zhang Fei,1/1/0,5986,10968,70269,34032,1,1
